496;378
496;372
496;367
496;359
496;354
496;348
496;342
496;334
496;329
496;323
496;318
496;314
496;310
496;306
496;303
496;299
496;295
496;290
497;286
497;281
497;278
497;273
497;266
497;260
496;255
496;249
496;246
496;243
496;237
496;233
496;226
495;223
495;220
495;217
495;214
495;211
495;209
495;206
495;202
495;200
495;196
495;193
496;190
497;187
497;186
499;182
500;178
501;175
501;173
502;173
502;173
502;173
502;173
502;173
502;173
502;173
502;173
502;173
502;173
502;173
502;173
502;175
502;184
501;189
501;193
501;199
500;205
500;208
499;213
499;219
499;226
498;232
498;238
498;244
498;249
498;257
498;262
498;270
498;278
498;282
498;287
498;291
498;296
498;299
498;304
498;310
498;314
498;318
498;321
498;327
498;331
498;336
498;345
498;350
498;354
499;359
499;364
499;369
499;375
500;380
500;389
500;394
501;400
501;405
502;413
502;418
502;423
503;428
503;435
503;441
503;447
504;452
504;457
504;463
504;466
505;470
505;473
505;477
507;482
507;486
508;489
508;494
509;498
509;502
510;510
511;515
511;518
512;526
512;532
513;539
513;545
514;551
514;560
515;563
515;569
515;572
515;577
515;582
515;585
516;593
516;598
516;601
517;607
517;612
519;618
519;623
519;629
520;632
520;639
520;645
520;652
520;660
519;667
517;674
515;680
513;688
511;694
509;698
507;704
505;707
503;712
501;717
499;722
495;729
493;732
491;735
490;737
488;741
486;743
483;746
480;748
477;752
472;755
471;756
466;757
464;758
461;759
460;759
453;761
452;761
448;763
444;763
441;763
437;763
432;763
427;761
424;761
414;759
406;757
399;755
390;752
381;749
370;746
361;744
346;740
340;737
331;734
321;730
315;727
309;723
302;719
296;716
285;707
276;699
267;692
260;685
254;678
245;669
237;660
232;652
224;644
217;635
213;629
212;623
211;615
211;608
211;601
211;588
211;583
213;576
216;571
220;566
222;562
226;558
230;554
232;552
237;548
241;545
246;542
249;541
254;539
257;538
262;536
267;534
273;533
278;532
283;532
286;530
290;530
295;529
301;529
308;529
311;529
315;529
319;529
322;529
328;529
331;529
335;529
341;529
349;529
356;529
362;529
368;529
374;528
379;528
387;528
395;528
403;528
407;528
415;528
420;528
426;527
429;527
437;526
446;526
451;525
459;525
464;525
472;525
478;524
484;524
489;524
496;524
501;524
507;524
512;524
520;524
525;524
533;524
539;524
545;524
548;524
551;524
557;524
561;524
565;524
569;524
573;524
578;524
585;523
592;523
597;522
602;522
608;522
613;522
623;520
630;520
636;518
642;518
645;518
648;518
654;517
655;517
661;515
665;514
668;512
669;511
673;509
674;506
677;505
677;504
679;500
680;496
681;490
681;484
681;477
681;469
679;464
674;453
672;448
669;441
666;436
660;430
656;425
653;421
646;417
641;413
634;408
628;405
622;403
616;400
608;399
597;396
588;395
577;395
563;394
555;394
545;394
532;395
522;396
513;397
504;401
491;406
480;412
469;416
460;423
450;428
441;436
432;444
424;453
414;464
405;482
403;493
403;503
403;513
407;524
413;536
424;552
434;563
444;573
456;583
469;589
483;594
492;596
505;596
515;596
534;591
547;585
559;577
572;567
586;554
599;542
608;532
613;521
616;503
616;492
612;479
609;469
606;463
600;455
590;448
574;439
563;436
553;435
541;435
528;435
513;437
499;441
485;447
471;452
453;461
444;466
436;472
431;477
427;482
423;489
420;494
418;508
418;517
419;528
423;537
427;546
431;552
436;559
440;564
449;573
456;578
461;582
468;584
474;585
481;585
490;585
500;583
511;578
531;569
544;562
556;555
566;547
574;538
580;530
583;513
584;501
584;488
580;475
571;461
559;447
547;435
534;428
520;425
495;424
478;427
465;432
454;440
447;453
439;469
434;488
431;511
435;525
441;537
451;548
464;557
478;563
492;566
508;567
533;562
546;554
560;542
572;527
580;513
581;499
574;487
560;475
538;466
496;462
468;462
450;466
439;475
432;486
431;501
443;528
459;544
475;554
495;564
515;570
536;572
553;572
571;565
586;554
602;533
610;515
617;498
618;481
614;464
607;451
598;442
585;433
553;428
528;427
505;427
483;430
467;436
455;443
451;453
448;470
448;478
448;484
449;487
452;492
454;496
454;497
455;497
456;499
460;505
465;515
473;526
483;537
492;548
499;554
516;566
527;571
538;574
549;575
560;574
572;569
585;561
597;552
607;541
620;525
626;513
631;500
632;487
631;470
622;452
612;437
600;424
581;413
564;409
546;406
526;406
509;406
492;408
477;413
459;421
447;430
432;442
423;453
414;468
407;482
402;497
400;513
399;527
403;547
411;559
422;571
431;581
441;587
452;593
465;599
489;608
509;610
527;610
548;610
565;609
582;603
598;595
614;583
635;558
646;536
651;515
653;493
653;473
651;455
645;440
636;426
619;408
605;401
588;394
570;393
552;393
529;393
507;396
468;406
447;415
428;424
413;437
403;449
395;467
389;489
383;514
381;535
382;561
388;577
398;590
410;602
424;611
442;620
461;625
493;629
514;629
536;624
559;618
582;607
604;596
625;584
646;567
667;538
671;516
671;492
666;469
656;449
644;428
628;411
604;393
574;381
522;378
486;380
449;390
415;403
384;418
362;438
339;474
333;500
333;523
337;547
346;569
362;588
381;606
404;619
429;630
471;644
498;647
526;647
550;644
574;634
598;622
621;609
651;582
665;560
672;535
672;510
665;487
655;465
644;447
631;432
599;411
572;400
540;395
510;395
473;401
437;413
403;428
376;447
353;470
334;510
331;537
333;567
343;598
358;627
378;651
412;676
439;687
468;691
496;691
522;681
548;667
574;649
598;629
624;606
660;565
675;536
682;504
682;475
677;452
668;435
651;417
633;404
597;391
568;390
538;392
508;401
474;415
439;433
408;455
369;493
355;525
352;554
354;583
366;608
382;631
402;646
425;658
448;662
488;663
519;658
548;645
575;629
595;609
607;587
610;551
606;528
599;511
589;498
571;484
550;475
531;473
509;474
485;482
450;506
430;527
413;551
401;573
394;593
394;608
402;625
412;642
436;663
454;673
476;680
497;681
521;678
544;669
571;655
609;625
631;600
645;574
651;550
649;527
640;508
624;488
607;473
587;462
557;453
536;452
514;454
491;461
473;470
455;486
443;502
435;532
435;549
442;564
455;581
473;597
491;607
512;614
532;615
562;611
580;601
600;587
620;570
638;551
651;533
659;515
663;496
667;463
668;438
669;418
670;396
669;375
662;354
653;333
638;304
631;286
624;270
617;255
608;243
596;231
583;220
573;211
562;205
546;199
531;198
512;199
489;208
468;220
447;232
426;246
396;269
378;284
361;300
341;320
325;338
308;355
294;371
282;388
268;415
259;435
249;458
241;479
234;499
229;520
226;541
226;561
226;579
226;608
230;629
234;648
242;668
250;686
261;703
281;721
299;732
317;740
334;742
351;742
369;733
388;718
411;695
437;664
467;615
485;582
500;553
512;527
524;502
539;477
558;454
578;433
611;403
630;385
649;369
669;356
689;346
708;339
726;334
746;332
758;332
769;335
783;343
798;352
812;360
824;370
835;381
844;393
856;414
863;428
869;444
872;461
872;475
872;493
867;521
863;540
860;558
854;574
849;588
843;600
838;612
832;625
825;637
813;654
805;661
796;670
789;674
778;679
763;681
746;681
727;679
695;668
674;658
655;645
631;625
604;601
575;575
547;553
511;526
491;511
474;494
456;479
437;463
417;450
400;440
386;432
371;425
347;414
329;407
310;404
295;404
281;404
269;405
256;411
233;423
219;432
207;444
197;455
186;468
174;485
163;502
153;522
143;545
137;557
135;569
135;579
135;593
135;607
137;623
140;637
151;658
160;668
171;676
182;682
195;684
211;685
244;674
269;661
296;648
322;636
351;623
375;608
395;590
415;569
429;546
449;508
462;484
477;461
495;440
512;424
534;412
551;405
566;404
592;411
608;419
625;433
638;448
651;462
660;476
667;492
668;511
667;541
658;563
648;584
634;602
620;619
606;631
592;642
576;649
561;656
539;659
523;659
503;658
483;654
459;645
434;634
402;611
383;591
370;570
359;545
351;516
349;492
350;472
358;452
371;432
401;404
426;388
454;377
481;373
511;373
543;379
570;389
605;411
622;426
638;443
649;460
657;478
660;499
660;520
656;541
643;573
632;594
618;614
601;632
586;647
570;661
552;670
534;675
514;676
476;672
450;663
424;654
398;642
375;630
356;615
334;583
327;553
327;525
332;493
347;457
366;429
390;406
415;389
441;377
486;369
519;370
548;379
575;393
599;411
620;430
635;452
644;472
647;502
646;526
643;551
634;575
623;596
609;617
581;645
560;659
538;669
516;672
492;672
467;663
443;652
422;638
408;622
399;588
399;559
